"host","region","service","ctlPerf","workload","count","ms","node","ts"
"192.168.137.241","ASI","index.html","1","1508","52","92","1","1686483598207"
"192.168.137.230","EUR","APP","1","1484","53","100","7","1686483598214"
"192.168.137.202","USA","APP","0","1507","49","166","4","1686483598213"
"192.168.137.210","EUR","FILE","1","1401","51","90","4","1686483598222"
"192.168.137.242","ASI","FILE","0","1188","39","115","3","1686483598229"
"192.168.137.218","ASI","APP","2","1508","54","57","3","1686483598229"
"192.168.137.200","EUR","FILE","2","1627","50","64","7","1686483598228"
"192.168.137.180","EUR","index.html","2","1430","50","40","4","1686483598251"
"192.168.137.196","EUR","FILE","0","1512","52","101","5","1686483598232"
"192.168.137.193","ASI","FILE","1","1373","45","90","1","1686483598263"
"192.168.137.182","EUR","FILE","2","1696","55","43","7","1686483598240"
"192.168.137.241","USA","APP","1","1537","53","101","4","1686483598256"
"192.168.137.240","USA","APP","0","1149","40","180","4","1686483598257"
"192.168.137.190","USA","APP","0","1674","59","144","3","1686483598257"
"192.168.137.236","ASI","APP","0","1436","49","111","1","1686483598244"
"192.168.137.230","ASI","index.html","0","1499","54","186","1","1686483598270"
"192.168.137.190","ASI","APP","0","1701","60","169","3","1686483598278"
"192.168.137.241","ASI","FILE","0","1570","54","127","3","1686483598277"
"192.168.137.240","EUR","APP","0","1178","41","110","6","1686483598280"
"192.168.137.182","EUR","index.html","2","1724","56","45","4","1686483598272"
"192.168.137.210","EUR","index.html","0","1419","52","125","6","1686483598274"
"192.168.137.200","USA","FILE","0","1663","51","141","3","1686483598288"
"192.168.137.196","EUR","index.html","2","1540","53","45","7","1686483598278"
"192.168.137.190","EUR","APP","1","1728","61","109","7","1686483598297"
"192.168.137.240","EUR","index.html","1","1198","42","93","5","1686483598297"
"192.168.137.230","USA","FILE","1","1532","55","118","3","1686483598295"
"192.168.137.236","USA","FILE","1","1474","50","115","3","1686483598295"
"192.168.137.182","USA","FILE","2","1765","57","47","3","1686483598311"
"192.168.137.196","USA","APP","2","1575","54","53","4","1686483598314"
"192.168.137.230","USA","APP","1","1556","56","101","4","1686483598312"
"192.168.137.210","EUR","APP","2","1455","53","53","4","1686483598315"
"192.168.137.240","ASI","index.html","0","1214","43","170","2","1686483598317"
"192.168.137.182","ASI","index.html","0","1781","58","172","1","1686483598332"
"192.168.137.210","ASI","FILE","0","1497","54","105","1","1686483598336"
"192.168.137.240","ASI","index.html","0","1229","44","193","2","1686483598342"
"192.168.137.193","ASI","APP","0","1394","46","195","3","1686483598356"
"192.168.137.242","ASI","index.html","1","1209","40","82","2","1686483598355"
"192.168.137.201","ASI","index.html","0","1521","48","129","2","1686483598361"
"192.168.137.182","USA","FILE","2","1819","59","77","4","1686483598354"
"192.168.137.241","EUR","APP","0","1594","55","127","4","1686483598357"
"192.168.137.196","ASI","FILE","1","1613","55","119","2","1686483598365"
"192.168.137.226","USA","APP","1","1245","43","88","4","1686483598358"
"192.168.137.220","USA","index.html","2","1666","56","66","3","1686483598357"
"192.168.137.236","EUR","index.html","0","1491","51","143","4","1686483598365"
"192.168.137.241","USA","index.html","1","1616","56","78","3","1686483598387"
"192.168.137.200","USA","index.html","1","1682","52","95","4","1686483598368"
"192.168.137.180","ASI","APP","1","1461","51","112","3","1686483598372"
"192.168.137.230","ASI","APP","1","1587","57","79","3","1686483598395"
"192.168.137.218","USA","APP","0","1533","55","196","4","1686483598395"
"192.168.137.236","EUR","index.html","0","1510","52","109","7","1686483598411"
"192.168.137.240","USA","APP","1","1259","45","100","3","1686483598396"
"192.168.137.226","USA","FILE","1","1289","44","81","4","1686483598412"
"192.168.137.210","ASI","index.html","2","1521","55","59","2","1686483598423"
"192.168.137.202","ASI","index.html","1","1527","50","86","1","1686483598423"
"192.168.137.242","EUR","FILE","1","1259","41","83","7","1686483598423"
"192.168.137.182","USA","FILE","0","1862","60","111","4","1686483598426"
"192.168.137.193","EUR","index.html","2","1416","47","68","4","1686483598443"
"192.168.137.241","USA","FILE","1","1649","57","96","4","1686483598435"
"192.168.137.200","USA","FILE","1","1728","53","87","3","1686483598426"
"192.168.137.230","USA","FILE","1","1622","58","107","3","1686483598442"
"192.168.137.226","ASI","APP","2","1324","45","45","1","1686483598470"
"192.168.137.218","USA","FILE","2","1563","56","79","3","1686483598456"
"192.168.137.240","USA","APP","2","1286","46","70","3","1686483598463"
"192.168.137.180","ASI","FILE","0","1501","52","151","3","1686483598461"
"192.168.137.202","USA","index.html","0","1542","51","183","3","1686483598473"
"192.168.137.182","USA","APP","0","1883","61","188","4","1686483598477"
"192.168.137.180","USA","APP","2","1541","53","44","3","1686483598499"
"192.168.137.226","USA","FILE","1","1366","46","109","3","1686483598490"
"192.168.137.180","ASI","APP","2","1575","54","74","3","1686483598544"
"192.168.137.200","USA","FILE","2","1775","54","58","3","1686483598544"
"192.168.137.218","USA","APP","2","1596","57","45","4","1686483598545"
"192.168.137.230","USA","APP","2","1654","59","47","3","1686483598542"
"192.168.137.210","ASI","index.html","2","1546","56","54","2","1686483598542"
"192.168.137.242","EUR","APP","2","1290","42","52","6","1686483598543"
"192.168.137.201","EUR","index.html","0","1537","49","179","6","1686483598544"
"192.168.137.236","ASI","APP","1","1543","53","83","1","1686483598546"
"192.168.137.190","USA","index.html","1","1747","62","105","4","1686483598546"
"192.168.137.220","EUR","APP","2","1701","57","74","5","1686483598556"
"192.168.137.242","EUR","APP","2","1317","43","70","7","1686483598567"
"192.168.137.240","ASI","index.html","1","1306","47","89","2","1686483598578"
"192.168.137.230","EUR","FILE","1","1686","60","94","7","1686483598570"
"192.168.137.241","ASI","APP","1","1684","58","83","2","1686483598575"
"192.168.137.196","EUR","FILE","1","1653","56","88","6","1686483598581"
"192.168.137.218","USA","index.html","2","1616","58","78","3","1686483598580"
"192.168.137.201","USA","index.html","0","1553","50","167","4","1686483598591"
"192.168.137.236","EUR","FILE","1","1578","54","106","5","1686483598595"
"192.168.137.180","EUR","APP","2","1605","55","76","7","1686483598581"
"192.168.137.210","USA","FILE","0","1591","57","145","4","1686483598610"
"192.168.137.190","EUR","APP","2","1777","63","78","7","1686483598597"
"192.168.137.193","USA","APP","0","1439","48","186","3","1686483598593"
"192.168.137.202","ASI","FILE","2","1580","52","74","2","1686483598593"
"192.168.137.196","EUR","APP","1","1682","57","115","7","1686483598611"
"192.168.137.230","ASI","FILE","0","1722","61","159","1","1686483598618"
"192.168.137.201","ASI","FILE","0","1587","51","198","1","1686483598624"
"192.168.137.190","USA","FILE","2","1816","64","53","4","1686483598628"
"192.168.137.242","ASI","APP","2","1350","44","64","2","1686483598616"
"192.168.137.230","EUR","APP","2","1757","62","55","5","1686483598663"
"192.168.137.218","EUR","FILE","2","1664","59","63","4","1686483598664"
"192.168.137.182","USA","APP","1","1915","62","119","3","1686483598663"
"192.168.137.241","ASI","index.html","1","1702","59","118","3","1686483598663"
"192.168.137.193","EUR","APP","2","1471","49","73","6","1686483598664"
"192.168.137.201","USA","APP","2","1613","52","70","3","1686483598666"
"192.168.137.180","USA","index.html","0","1620","56","194","4","1686483598671"
"192.168.137.196","EUR","index.html","1","1702","58","90","6","1686483598686"
"192.168.137.190","EUR","APP","1","1847","65","80","5","1686483598681"
"192.168.137.210","EUR","FILE","2","1640","58","65","4","1686483598682"
"192.168.137.226","USA","FILE","2","1415","47","61","3","1686483598682"
"192.168.137.236","EUR","APP","2","1609","55","74","4","1686483598700"
"192.168.137.220","EUR","FILE","0","1742","58","184","4","1686483598683"
"192.168.137.202","EUR","APP","2","1617","53","58","7","1686483598683"
"192.168.137.240","EUR","index.html","0","1322","48","159","7","1686483598688"
"192.168.137.201","USA","APP","2","1646","53","51","4","1686483598709"
"192.168.137.218","EUR","APP","0","1692","60","109","6","1686483598695"
"192.168.137.241","ASI","FILE","1","1745","60","116","1","1686483598703"
"192.168.137.230","USA","FILE","0","1794","63","108","4","1686483598705"
"192.168.137.200","USA","FILE","0","1802","55","189","3","1686483598707"
"192.168.137.242","EUR","FILE","1","1398","45","80","6","1686483598705"
"192.168.137.196","USA","FILE","0","1747","59","141","4","1686483598714"
"192.168.137.190","EUR","FILE","1","1881","66","109","4","1686483598736"
"192.168.137.210","USA","APP","1","1673","59","100","3","1686483598736"
"192.168.137.226","USA","index.html","1","1436","48","83","4","1686483598737"
"192.168.137.220","USA","APP","2","1776","59","70","3","1686483598736"
"192.168.137.202","USA","FILE","2","1654","54","77","3","1686483598730"
"192.168.137.182","ASI","APP","2","1945","63","56","3","1686483598721"
"192.168.137.236","ASI","FILE","1","1641","56","115","1","1686483598750"
"192.168.137.190","USA","index.html","1","1900","67","102","4","1686483598765"
"192.168.137.230","EUR","FILE","1","1828","64","104","6","1686483598765"
"192.168.137.226","EUR","APP","1","1463","49","91","6","1686483598769"
"192.168.137.220","USA","index.html","0","1793","60","143","3","1686483598774"
"192.168.137.201","EUR","FILE","2","1684","54","58","5","1686483598772"
"192.168.137.241","EUR","FILE","2","1795","61","69","4","1686483598778"
"192.168.137.210","USA","FILE","1","1720","60","111","4","1686483598777"
"192.168.137.242","EUR","index.html","1","1417","46","96","4","1686483598777"
"192.168.137.218","EUR","FILE","1","1736","61","101","7","1686483598781"
"192.168.137.236","USA","APP","0","1668","57","166","4","1686483598779"
"192.168.137.226","USA","APP","2","1498","50","76","3","1686483598803"
"192.168.137.196","USA","index.html","0","1764","60","143","3","1686483598814"
"192.168.137.180","EUR","APP","0","1649","57","163","7","1686483598815"
"192.168.137.242","USA","FILE","0","1446","47","126","3","1686483598817"
"192.168.137.201","USA","FILE","0","1728","55","186","4","1686483598818"
"192.168.137.210","USA","index.html","1","1740","61","94","4","1686483598818"
"192.168.137.190","ASI","FILE","1","1941","68","112","2","1686483598806"
"192.168.137.241","ASI","FILE","0","1825","62","195","3","1686483598818"
"192.168.137.200","ASI","index.html","1","1822","56","88","2","1686483598807"
"192.168.137.236","USA","APP","1","1700","58","76","3","1686483598822"
"192.168.137.193","EUR","APP","2","1503","50","64","4","1686483598808"
"192.168.137.182","USA","index.html","2","1975","64","40","3","1686483598807"
"192.168.137.202","EUR","APP","0","1679","55","167","6","1686483598808"
"192.168.137.230","USA","APP","0","1848","65","195","3","1686483598811"
"192.168.137.240","USA","APP","1","1348","49","115","3","1686483598817"
"192.168.137.218","EUR","FILE","2","1786","62","70","6","1686483598835"
"192.168.137.218","USA","FILE","2","1826","63","48","3","1686483598859"
"192.168.137.236","USA","index.html","0","1717","59","142","4","1686483598859"
"192.168.137.201","ASI","index.html","0","1746","56","123","3","1686483598844"
"192.168.137.210","ASI","FILE","2","1788","62","66","3","1686483598847"
"192.168.137.182","USA","index.html","2","1997","65","65","3","1686483598860"
"192.168.137.241","USA","index.html","1","1844","63","103","4","1686483598857"
"192.168.137.230","ASI","FILE","0","1875","66","146","2","1686483598859"
"192.168.137.240","EUR","FILE","0","1395","50","105","7","1686483598866"
"192.168.137.242","ASI","APP","1","1473","48","97","3","1686483598859"
"192.168.137.193","EUR","APP","1","1526","51","106","4","1686483598861"
"192.168.137.200","USA","FILE","2","1875","57","46","3","1686483598859"
"192.168.137.236","EUR","APP","1","1744","60","95","5","1686483598866"
"192.168.137.182","ASI","APP","2","2034","66","43","2","1686483598867"
"192.168.137.230","ASI","APP","1","1904","67","117","2","1686483598908"
"192.168.137.193","ASI","APP","2","1560","52","67","2","1686483598908"
"192.168.137.182","USA","APP","2","2068","67","43","4","1686483598910"
"192.168.137.218","USA","index.html","0","1845","64","106","3","1686483598911"
"192.168.137.202","EUR","FILE","0","1713","56","135","5","1686483598911"
"192.168.137.240","USA","index.html","2","1421","51","50","3","1686483598913"
"192.168.137.236","EUR","APP","2","1779","61","63","5","1686483598925"
"192.168.137.182","EUR","FILE","1","2106","68","111","7","1686483598942"
"192.168.137.210","USA","FILE","0","1820","63","185","3","1686484061428"
"192.168.137.226","ASI","FILE","2","1542","51","74","2","1686484066579"
"192.168.137.236","ASI","index.html","2","1804","62","55","2","1686484072817"
"192.168.137.193","USA","index.html","2","1582","53","67","4","1686484076905"
"192.168.137.202","EUR","FILE","0","1749","57","118","5","1686484081848"
"192.168.137.180","EUR","FILE","1","1682","58","93","5","1686484086477"
"192.168.137.201","ASI","index.html","2","1767","57","73","1","1686484109454"
"192.168.137.218","USA","index.html","0","1863","65","120","4","1686484109496"
"192.168.137.236","EUR","FILE","1","1848","63","112","6","1686484109514"
"192.168.137.230","EUR","index.html","0","1921","68","134","6","1686484109536"
"192.168.137.218","EUR","APP","0","1891","66","125","5","1686484109566"
"192.168.137.180","USA","FILE","1","1716","59","86","4","1686484109569"
"192.168.137.240","EUR","APP","2","1455","52","49","6","1686484109573"
"192.168.137.202","EUR","index.html","1","1769","58","93","6","1686484109588"
"192.168.137.220","USA","index.html","1","1813","61","92","4","1686484109622"
"192.168.137.240","ASI","FILE","2","1501","53","71","2","1686484109626"
"192.168.137.193","EUR","FILE","0","1621","54","187","4","1686484109651"
"192.168.137.241","USA","APP","0","1869","64","130","4","1686484109727"
"192.168.137.230","EUR","FILE","2","1957","69","79","5","1686484109799"
"192.168.137.230","ASI","FILE","1","1991","70","87","3","1686484109839"
"192.168.137.240","USA","FILE","2","1540","54","71","3","1686484109876"
"192.168.137.240","EUR","index.html","2","1561","55","76","5","1686484109879"
"192.168.137.210","USA","FILE","0","1862","64","145","4","1686484109893"
"192.168.137.226","USA","APP","0","1571","52","156","3","1686484109899"
"192.168.137.193","USA","FILE","0","1657","55","110","3","1686484109899"
"192.168.137.242","EUR","index.html","0","1488","49","186","4","1686484109896"
"192.168.137.182","USA","FILE","2","2145","69","58","3","1686484109899"
"192.168.137.220","EUR","APP","2","1847","62","48","7","1686484109894"
"192.168.137.220","USA","FILE","2","1890","63","60","4","1686484109905"
"192.168.137.196","EUR","index.html","2","1786","61","67","6","1686484109901"
"192.168.137.236","USA","APP","1","1874","64","99","3","1686484109930"
"192.168.137.240","EUR","APP","2","1600","56","41","5","1686484109930"
"192.168.137.190","ASI","index.html","2","1966","69","54","2","1686484109931"
"192.168.137.220","EUR","index.html","2","1918","64","44","6","1686484109930"
"192.168.137.220","EUR","FILE","1","1951","65","81","5","1686484109946"
"192.168.137.210","EUR","FILE","0","1892","65","122","4","1686484109948"
"192.168.137.236","ASI","index.html","2","1902","65","44","3","1686484109959"
"192.168.137.201","USA","index.html","1","1785","58","109","4","1686484109957"
"192.168.137.182","EUR","FILE","1","2191","70","103","4","1686484109965"
"192.168.137.196","EUR","index.html","2","1806","62","78","7","1686484109958"
"192.168.137.180","USA","APP","2","1751","60","56","4","1686484109959"
"192.168.137.218","EUR","FILE","0","1937","67","113","5","1686484109960"
"192.168.137.200","EUR","FILE","1","1923","58","105","5","1686484109958"
"192.168.137.240","ASI","FILE","1","1643","57","87","1","1686484109956"
"192.168.137.230","ASI","index.html","2","2012","71","75","3","1686484109964"
"192.168.137.210","EUR","index.html","0","1910","66","125","4","1686484109972"
"192.168.137.210","EUR","FILE","2","1958","67","46","6","1686484109977"
"192.168.137.200","EUR","FILE","0","1960","59","190","4","1686484109980"
"192.168.137.240","USA","index.html","0","1660","58","144","4","1686484109981"
"192.168.137.242","EUR","APP","0","1546","51","134","4","1686484109982"
"192.168.137.242","EUR","APP","1","1520","50","119","5","1686484109962"
"192.168.137.220","USA","index.html","0","1969","66","131","3","1686484109961"
"192.168.137.220","EUR","APP","1","1994","67","106","5","1686484109976"
"192.168.137.220","USA","APP","0","2022","68","181","4","1686484109983"
"192.168.137.200","USA","index.html","1","1978","60","113","4","1686484109993"
"192.168.137.182","EUR","index.html","2","2212","71","73","5","1686484109993"
"192.168.137.242","ASI","index.html","2","1568","52","65","3","1686484109990"
"192.168.137.240","EUR","index.html","2","1683","59","64","4","1686484109999"
"192.168.137.196","EUR","FILE","1","1848","63","114","6","1686484109993"
"192.168.137.202","USA","index.html","2","1791","59","69","4","1686484109998"
"192.168.137.180","ASI","index.html","1","1770","61","95","3","1686484109999"
"192.168.137.230","ASI","index.html","1","2033","72","84","1","1686484110004"
"192.168.137.193","EUR","FILE","2","1694","56","59","5","1686484110009"
"192.168.137.180","USA","FILE","2","1807","62","59","3","1686484110016"
"192.168.137.200","USA","index.html","1","1996","61","106","4","1686484110021"
"192.168.137.202","USA","FILE","1","1837","60","78","3","1686484110019"
"192.168.137.210","EUR","index.html","2","2011","69","40","7","1686484110019"
"192.168.137.240","ASI","FILE","0","1738","61","116","1","1686484110030"
"192.168.137.220","ASI","APP","0","2088","71","130","1","1686484110031"
"192.168.137.200","ASI","index.html","1","2017","62","85","3","1686484110033"
"192.168.137.201","USA","FILE","0","1834","60","120","3","1686484110036"
"192.168.137.193","ASI","FILE","2","1745","57","49","2","1686484110036"
"192.168.137.220","EUR","index.html","0","2041","69","115","7","1686484109992"
"192.168.137.218","EUR","index.html","2","1957","68","77","7","1686484110004"
"192.168.137.220","EUR","index.html","0","2057","70","175","4","1686484110017"
"192.168.137.240","EUR","index.html","0","1700","60","146","6","1686484110018"
"192.168.137.210","EUR","APP","1","1981","68","108","7","1686484110007"
"192.168.137.201","EUR","index.html","0","1800","59","183","7","1686484110004"
"192.168.137.190","ASI","FILE","0","2012","70","113","2","1686484109999"
"192.168.137.226","ASI","FILE","0","1613","53","148","2","1686484110012"
"192.168.137.241","USA","APP","1","1898","65","96","3","1686484109997"
"192.168.137.241","USA","FILE","0","1934","66","182","3","1686484110024"
"192.168.137.196","USA","index.html","1","1868","64","86","4","1686484110019"
"192.168.137.182","EUR","APP","1","2241","72","90","6","1686484110013"
"192.168.137.242","USA","index.html","0","1583","53","187","3","1686484110012"
"192.168.137.190","USA","index.html","1","2031","71","95","4","1686484110017"
"192.168.137.236","EUR","APP","0","1926","66","134","5","1686484110032"
"192.168.137.230","EUR","index.html","1","2053","73","89","5","1686484110028"
"192.168.137.182","USA","FILE","2","2275","73","61","3","1686484110032"
"192.168.137.180","USA","APP","1","1839","63","81","3","1686484110043"
"192.168.137.218","ASI","APP","2","1989","69","74","2","1686484110032"
"192.168.137.226","USA","FILE","2","1656","54","55","4","1686484110039"
"192.168.137.210","USA","FILE","1","2054","70","83","4","1686484110056"
"192.168.137.242","EUR","index.html","0","1601","54","130","7","1686484110047"
"192.168.137.190","USA","FILE","2","2077","72","55","3","1686484110048"
"192.168.137.201","USA","index.html","1","1852","61","109","4","1686484110049"
"192.168.137.196","EUR","index.html","2","1895","65","46","5","1686484110048"
"192.168.137.241","USA","APP","2","1961","67","79","3","1686484110048"
"192.168.137.202","EUR","FILE","2","1885","61","47","5","1686484110055"
"192.168.137.240","EUR","APP","1","1763","62","112","5","1686484110058"
"192.168.137.230","EUR","FILE","1","2098","74","108","6","1686484110061"
"192.168.137.200","USA","FILE","1","2045","63","109","4","1686484110059"
"192.168.137.236","USA","FILE","1","1957","67","112","3","1686484110061"
"192.168.137.182","USA","APP","0","2303","74","154","4","1686484110064"
"192.168.137.193","EUR","APP","2","1774","58","68","5","1686484110064"
"192.168.137.220","ASI","FILE","2","2124","72","79","2","1686484110062"
"192.168.137.202","ASI","index.html","0","1902","62","140","1","1686484110078"
"192.168.137.226","ASI","APP","1","1686","55","118","3","1686484110079"
"192.168.137.180","EUR","FILE","2","1871","64","66","4","1686484110070"
"192.168.137.182","EUR","FILE","1","2334","75","107","5","1686484110085"
"192.168.137.190","USA","APP","2","2118","73","43","4","1686484110077"
"192.168.137.218","USA","FILE","0","2024","70","126","4","1686484110077"
"192.168.137.241","ASI","APP","1","1987","68","99","1","1686484110089"
"192.168.137.200","EUR","APP","1","2078","64","83","5","1686484110078"
"192.168.137.210","ASI","APP","0","2079","71","199","3","1686484110081"
"192.168.137.240","ASI","FILE","2","1810","63","56","2","1686484110082"
"192.168.137.230","USA","FILE","2","2144","75","46","3","1686484110083"
"192.168.137.182","EUR","index.html","1","2353","76","104","5","1686484110099"
"192.168.137.242","ASI","APP","2","1632","55","73","3","1686484110086"
"192.168.137.201","EUR","APP","0","1881","62","189","5","1686484110086"
"192.168.137.236","USA","index.html","0","1974","68","135","3","1686484110088"
"192.168.137.193","ASI","APP","1","1803","59","97","1","1686484110101"
"192.168.137.196","ASI","index.html","1","1914","66","98","3","1686484110090"
"192.168.137.180","ASI","index.html","2","1898","65","46","2","1686484110097"
"192.168.137.202","EUR","FILE","0","1932","63","116","5","1686484110091"
"192.168.137.226","ASI","FILE","2","1739","56","55","2","1686484110094"
"192.168.137.201","USA","index.html","0","1897","63","154","4","1686484110112"
"192.168.137.193","USA","APP","0","1831","60","158","4","1686484110111"
"192.168.137.236","USA","FILE","0","2012","69","155","3","1686484110112"
"192.168.137.220","ASI","FILE","1","2168","73","118","2","1686484110098"
"192.168.137.226","ASI","FILE","0","1767","57","129","1","1686484110115"
"192.168.137.190","EUR","FILE","0","2163","74","142","6","1686484110116"
"192.168.137.202","USA","APP","1","1965","64","80","4","1686484110120"
"192.168.137.242","EUR","index.html","1","1654","56","76","6","1686484110121"
"192.168.137.240","ASI","FILE","1","1845","64","104","2","1686484110120"
"192.168.137.200","EUR","FILE","2","2117","65","66","6","1686484110120"
"192.168.137.218","USA","APP","1","2058","71","76","4","1686484110113"
"192.168.137.220","USA","APP","1","2194","74","101","3","1686484110124"
"192.168.137.180","EUR","index.html","0","1914","66","174","4","1686484110119"
"192.168.137.200","USA","APP","0","2146","66","168","3","1686484110131"
"192.168.137.202","USA","FILE","2","2016","65","49","3","1686484110131"
"192.168.137.210","ASI","index.html","2","2105","72","50","1","1686484110120"
"192.168.137.241","USA","APP","2","2016","69","67","4","1686484110119"
"192.168.137.196","ASI","APP","0","1942","67","175","2","1686484110123"
"192.168.137.236","USA","FILE","1","2061","70","80","3","1686484110126"
"192.168.137.190","ASI","APP","2","2192","75","63","2","1686484110126"
"192.168.137.182","USA","APP","1","2379","77","89","3","1686484110121"
"192.168.137.226","EUR","index.html","0","1784","58","141","6","1686484110129"
"192.168.137.230","USA","FILE","2","2188","76","63","4","1686484110133"
"192.168.137.180","EUR","APP","1","1939","67","90","6","1686484110143"
"192.168.137.202","USA","index.html","1","2037","66","83","3","1686484110144"
"192.168.137.242","USA","APP","1","1682","57","117","4","1686484110143"
"192.168.137.201","ASI","index.html","0","1913","64","173","3","1686484110132"
"192.168.137.241","ASI","index.html","0","2032","70","166","1","1686484110144"
"192.168.137.193","ASI","index.html","0","1846","61","189","3","1686484110134"
"192.168.137.196","ASI","APP","1","1966","68","118","2","1686484110142"
"192.168.137.200","ASI","APP","0","2171","67","126","1","1686484110144"
"192.168.137.240","ASI","index.html","2","1867","65","66","2","1686484110143"
"192.168.137.242","EUR","APP","0","1712","58","177","6","1686484110155"
"192.168.137.182","ASI","index.html","2","2401","78","65","2","1686484110159"
"192.168.137.218","EUR","APP","1","2084","72","106","6","1686484110149"
"192.168.137.193","EUR","index.html","2","1869","62","61","5","1686484110160"
"192.168.137.236","USA","FILE","1","2093","71","101","4","1686484110161"
"192.168.137.226","EUR","index.html","1","1802","59","108","5","1686484110153"
"192.168.137.230","ASI","FILE","0","2226","77","147","2","1686484110152"
"192.168.137.202","ASI","index.html","2","2063","67","50","1","1686484110167"
"192.168.137.241","USA","index.html","2","2059","71","48","4","1686484110167"
"192.168.137.201","EUR","FILE","2","1964","65","47","4","1686484110158"
"192.168.137.193","USA","APP","1","1897","63","84","4","1686484110174"
"192.168.137.230","ASI","FILE","2","2270","78","48","2","1686484110180"
"192.168.137.200","ASI","APP","0","2204","68","107","3","1686484110179"
"192.168.137.210","ASI","APP","0","2128","73","175","3","1686484110168"
"192.168.137.180","EUR","APP","2","1968","68","63","4","1686484110165"
"192.168.137.236","ASI","FILE","0","2133","72","163","2","1686484110175"
"192.168.137.220","EUR","APP","2","2229","75","75","5","1686484110148"
"192.168.137.218","ASI","FILE","0","2127","73","146","2","1686484110175"
"192.168.137.226","ASI","FILE","2","1843","60","69","3","1686484110180"
"192.168.137.218","USA","APP","2","2158","74","78","4","1686484110188"
"192.168.137.230","ASI","FILE","0","2318","79","117","1","1686484110191"
"192.168.137.242","EUR","FILE","1","1745","59","91","4","1686484110181"
"192.168.137.201","ASI","index.html","2","1991","66","47","1","1686484110195"
"192.168.137.193","ASI","index.html","0","1916","64","113","1","1686484110188"
"192.168.137.226","ASI","index.html","0","1859","61","180","3","1686484110191"
"192.168.137.241","USA","index.html","2","2083","72","57","4","1686484110194"
"192.168.137.202","EUR","index.html","1","2082","68","96","7","1686484110195"
"192.168.137.218","ASI","index.html","1","2176","75","114","2","1686484110200"
"192.168.137.236","USA","index.html","0","2149","73","158","4","1686484110211"
"192.168.137.200","ASI","APP","0","2231","69","122","3","1686484110205"
"192.168.137.180","ASI","APP","2","1995","69","73","2","1686484110205"
"192.168.137.226","ASI","FILE","1","1902","62","104","3","1686484110215"
"192.168.137.242","USA","FILE","0","1793","60","112","3","1686484110217"
"192.168.137.210","ASI","FILE","1","2175","74","86","2","1686484110207"
"192.168.137.193","USA","APP","2","1949","65","65","4","1686484110212"
"192.168.137.230","USA","index.html","0","2334","80","169","4","1686484110214"
"192.168.137.241","ASI","APP","0","2113","73","129","2","1686484110233"
"192.168.137.210","USA","FILE","2","2216","75","44","3","1686484110235"
"192.168.137.202","EUR","FILE","0","2124","69","151","6","1686484110236"
"192.168.137.218","ASI","index.html","0","2192","76","160","1","1686484110225"
"192.168.137.236","USA","index.html","0","2167","74","120","3","1686484110225"
"192.168.137.201","ASI","index.html","1","2009","67","113","1","1686484110222"
"192.168.137.182","USA","index.html","0","2418","79","143","4","1686484110185"
"192.168.137.240","EUR","APP","2","1902","66","66","5","1686484110182"
"192.168.137.240","ASI","index.html","0","1918","67","176","3","1686484110207"
"192.168.137.240","USA","FILE","0","1961","68","190","3","1686484110232"
"192.168.137.220","USA","APP","0","2257","76","141","4","1686484110177"
"192.168.137.182","USA","FILE","2","2469","80","41","4","1686484110222"
"192.168.137.201","USA","index.html","0","2026","68","135","3","1686484110240"
"192.168.137.220","EUR","index.html","1","2277","77","93","6","1686484110213"
"192.168.137.196","ASI","APP","0","1989","69","182","3","1686484110178"
"192.168.137.218","EUR","index.html","0","2867","96","146","4","1686484110813"
"192.168.137.196","EUR","FILE","0","2021","70","192","5","1686484110214"
"192.168.137.200","USA","FILE","2","2274","70","75","4","1686484110232"
"192.168.137.226","USA","APP","2","1940","63","51","3","1686484110231"
"192.168.137.180","USA","APP","1","2023","70","91","3","1686484110233"
"192.168.137.242","USA","FILE","0","1825","61","186","4","1686484110232"
"192.168.137.210","ASI","APP","0","2239","76","168","1","1686484110251"
"192.168.137.193","EUR","index.html","1","1970","66","81","6","1686484110255"
"192.168.137.196","USA","FILE","0","2061","71","185","3","1686484110245"
"192.168.137.230","EUR","APP","2","2368","81","70","5","1686484110244"
"192.168.137.241","ASI","APP","0","2141","74","175","3","1686484110261"
"192.168.137.240","USA","index.html","1","1979","69","112","3","1686484110261"
"192.168.137.202","ASI","index.html","2","2150","70","50","2","1686484110262"
"192.168.137.210","EUR","index.html","1","2257","77","107","4","1686484110263"
"192.168.137.182","USA","FILE","2","2509","81","45","3","1686484110265"
"192.168.137.236","EUR","index.html","1","2185","75","111","4","1686484110256"
"192.168.137.201","ASI","FILE","2","2067","69","59","2","1686484110269"
"192.168.137.226","ASI","APP","2","1973","64","59","3","1686484110273"
"192.168.137.220","USA","APP","0","2310","78","110","3","1686484110258"
"192.168.137.180","EUR","APP","2","2050","71","76","5","1686484110261"
"192.168.137.242","ASI","index.html","0","1841","62","161","2","1686484110274"
"192.168.137.200","ASI","APP","0","2297","71","162","2","1686484110275"
"192.168.137.182","USA","APP","0","2529","82","197","4","1686484110280"
"192.168.137.218","USA","FILE","2","2244","77","58","4","1686484110269"
"192.168.137.201","USA","index.html","0","2086","70","113","4","1686484110283"
"192.168.137.236","EUR","index.html","1","2203","76","115","5","1686484110283"
